spectogram,mfcc,transcript,phishing
./phishing_spectogram/56_spectrogram.png,./phishing_mfcc/56_mfcc.png,"Social Security Administration, so can I help you?",1
./phishing_spectogram/57_spectrogram.png,./phishing_mfcc/57_mfcc.png,Thank you for calling Social Security. How can I help you?,1
./phishing_spectogram/58_spectrogram.png,./phishing_mfcc/58_mfcc.png,You have range Social Security Administration. This is Stephanie Hall. How can I help you?,1
./phishing_spectogram/59_spectrogram.png,./phishing_mfcc/59_mfcc.png,"Yes, I can help you sir. Uh... You have to die yourself sir. Yeah... You are speaking with a supervisor. You are speaking to one of the supervisors, you little... ...fucking crap... Supervisor! What is that?",1
./phishing_spectogram/5_spectrogram.png,./phishing_mfcc/5_mfcc.png,Action required. Confirm your personal details with Xenra to prevent account deactivation.,1
./phishing_spectogram/60_spectrogram.png,./phishing_mfcc/60_mfcc.png,"You have reached the Department of Social Security Administration, so can I help you?",1
./phishing_spectogram/61_spectrogram.png,./phishing_mfcc/61_mfcc.png,Social Security Administration.,1
./phishing_spectogram/62_spectrogram.png,./phishing_mfcc/62_mfcc.png,"You have reached the Department of Social Security Administration, so can I help you?",1
./phishing_spectogram/63_spectrogram.png,./phishing_mfcc/63_mfcc.png,"Social Security Administration, how can I help you?",1
./phishing_spectogram/64_spectrogram.png,./phishing_mfcc/64_mfcc.png,"Whom I'm talking to the bull of your fall Robot with now. Why are you crying? Oh Are you on a cell phone or landline? Do you have a debit card? How much money you have on your debit card? Okay, and What was the goal what's concerning about that you receive? Yeah, we are about to sustain your social. Okay, sir Once we sustain your social security number if you have driver license state ID bank account credit card debit card Everything will be seized and frozen. You cannot able to use it. That's why we try to reach you Do you go for a shopping or anything or you don't do? You can go to the store right you can try the car Help me with your first and your last name once again to pull up all your fun. My first name is Robert spell your last name or Crane L robot Crane L you have any more like a Middle name show middle name anything Okay, help me with the last four of your social as well and the zip cut of your mailing address says it cut The house where you live right now is that your personal Okay, you are renting senior housing Okay, sir, and you say that you receive a call from us, right? Can you also make sure? How many vehicles do you have under your name? and Do you still drive that car your social your driver license got expired or you have a? Valet license and how many bank account you are banking with how many bank account you have? Milk field bank right you have it how much you have in a checking and a 70 97,000 right and do you have a debit card for that? credit card Okay, you have any for one here IRA under your name Okay, sir Do you know how to collect the picture of a driver license and send it on a direct line true to the message? True to the like no no no you what you I want you to do by yourself not your neighbor Holland for a moment. I have do Attach your driver license to your case file so that I can explain you so I need your Driver license picture, okay. I want you to collect a picture and send it on my direct line number I will send you a high message you got my boy Yes, you are speaking with an agent Ray Johnson page number GS24950 It's an GS is in government service 24950 I will send you a high message from a direct line number I want you to hold the line for a moment because I have to take all these I information from the higher door this so that we can attach which of the ever work, okay, okay Hold on for a moment sir. Oh, I'm a thank you You can click the picture of a driver license, okay, okay Click your picture of a driver license You have to send on my direct line number true to the message. I will send you a high message",1
./phishing_spectogram/65_spectrogram.png,./phishing_mfcc/65_mfcc.png,"You have reached the Department of Social Security Administration, so I'm going to help you.",1
./phishing_spectogram/66_spectrogram.png,./phishing_mfcc/66_mfcc.png,l'm zonk braid shall show seeki,1
./phishing_spectogram/67_spectrogram.png,./phishing_mfcc/67_mfcc.png,"This is the investigation department of social security administration. Now can I help you, Wayne?",1
./phishing_spectogram/68_spectrogram.png,./phishing_mfcc/68_mfcc.png,Thank you for calling Social Security Administration. How can I help you? Oh my god!,1
./phishing_spectogram/69_spectrogram.png,./phishing_mfcc/69_mfcc.png,"Social Security Administration, how can I help you?",1
./phishing_spectogram/6_spectrogram.png,./phishing_mfcc/6_mfcc.png,Your Xenra account will be closed unless you confirm your security details within 24 hours.,1
./phishing_spectogram/70_spectrogram.png,./phishing_mfcc/70_mfcc.png,"You have reached the Department of Social Security Administration, so can I help you?",1
./phishing_spectogram/7_spectrogram.png,./phishing_mfcc/7_mfcc.png,"Immediate action needed, update your Xenra billing information to avoid service interruption.",1
./phishing_spectogram/8_spectrogram.png,./phishing_mfcc/8_mfcc.png,"Important, suspicious transaction detected. Validate your Zenra account information now.",1
./phishing_spectogram/9_spectrogram.png,./phishing_mfcc/9_mfcc.png,You've received a refund of $500 from Zenra Bank. Click here to claim it.,1
./spectogram/10_spectrogram.png,./mfcc/10_mfcc.png,Your Xenra payment has been successfully processed. Thank you for banking with us.,0
./spectogram/11_spectrogram.png,./mfcc/11_mfcc.png,Zenra has added new security features to your online banking. Please log in to review.,0
./spectogram/12_spectrogram.png,./mfcc/12_mfcc.png,Thank you for your recent ZENRA loan payment. Your account is in good standing.,0
./spectogram/13_spectrogram.png,./mfcc/13_mfcc.png,Your recent transfer to Zenra has been completed.,0
./spectogram/14_spectrogram.png,./mfcc/14_mfcc.png,Your Xenra password has been updated successfully.,0
./spectogram/15_spectrogram.png,./mfcc/15_mfcc.png,Your Xenra credit card statement is now available. Please log in to view it.,0
./spectogram/16_spectrogram.png,./mfcc/16_mfcc.png,Thank you for enrolling in ZenraE statements. Your next statement will be delivered electronically.,0
./spectogram/17_spectrogram.png,./mfcc/17_mfcc.png,Your Xenra scheduled payment for $100 has been processed.,0
./spectogram/18_spectrogram.png,./mfcc/18_mfcc.png,Thank you for setting up your Zenra Direct deposit. Your funds will be available on your next pay date.,0
./spectogram/19_spectrogram.png,./mfcc/19_mfcc.png,Your Zenra account has been successfully enrolled in automatic bill payments.,0
./spectogram/1_spectrogram.png,./mfcc/1_mfcc.png,Your Xenra monthly statement is now available online. Please log in to review your account activity.,0
./spectogram/20_spectrogram.png,./mfcc/20_mfcc.png,Your ZenRa Risen ATM withdrawal has been completed.,0
./spectogram/21_spectrogram.png,./mfcc/21_mfcc.png,Your Zenra loan balance is $500. Please log in to view payment details.,0
./spectogram/22_spectrogram.png,./mfcc/22_mfcc.png,"Thank you for setting up recurring payments with Zenra. Your next payment will be processed on July 21, 2022.",0
./spectogram/23_spectrogram.png,./mfcc/23_mfcc.png,Your Xenra Online Banking Profile has been updated successfully.,0
./spectogram/24_spectrogram.png,./mfcc/24_mfcc.png,Your recent Zenra deposit has been credited to your account.,0
./spectogram/25_spectrogram.png,./mfcc/25_mfcc.png,You have successfully updated your Xenra billing information.,0
./spectogram/26_spectrogram.png,./mfcc/26_mfcc.png,Your Xenra new account password has been set.,0
./spectogram/27_spectrogram.png,./mfcc/27_mfcc.png,Your recent Xenra payment to Salon has been processed.,0
./spectogram/28_spectrogram.png,./mfcc/28_mfcc.png,We have received your Xenra account update request. Please allow 24 to 48 hours for changes.,0
./spectogram/29_spectrogram.png,./mfcc/29_mfcc.png,Your Xenra monthly account statement is now available for review.,0
./spectogram/2_spectrogram.png,./mfcc/2_mfcc.png,Thank you for choosing Zenra. Your loan application has been received and we will update you shortly.,0
./spectogram/30_spectrogram.png,./mfcc/30_mfcc.png,"Your Zenra Direct deposit of $6,500 has been posted to your account.",0
./spectogram/31_spectrogram.png,./mfcc/31_mfcc.png,Thank you for setting up Xenra two-factor authentication on your account.,0
./spectogram/32_spectrogram.png,./mfcc/32_mfcc.png,"Your recent Zenra payment of $4,500 has been successfully processed.",0
./spectogram/33_spectrogram.png,./mfcc/33_mfcc.png,Your recent ZenRa account transfer was completed.,0
./spectogram/34_spectrogram.png,./mfcc/34_mfcc.png,You have successfully changed your Xenra security questions.,0
./spectogram/35_spectrogram.png,./mfcc/35_mfcc.png,Your Xenra debit card transaction at Salon has been processed.,0
./spectogram/36_spectrogram.png,./mfcc/36_mfcc.png,Your Xenra account has been successfully updated.,0
./spectogram/37_spectrogram.png,./mfcc/37_mfcc.png,Thank you for submitting your ZENRA loan application. We will update you soon.,0
./spectogram/38_spectrogram.png,./mfcc/38_mfcc.png,"Your Zenra mortgage payment of $4,500 has been posted.",0
./spectogram/39_spectrogram.png,./mfcc/39_mfcc.png,We have updated your Xenra contact information as requested.,0
./spectogram/3_spectrogram.png,./mfcc/3_mfcc.png,Your Xenra account settings have been updated successfully.,0
./spectogram/40_spectrogram.png,./mfcc/40_mfcc.png,Your recent Zenra Check deposit has been credited to your account.,0
./spectogram/4_spectrogram.png,./mfcc/4_mfcc.png,We've processed your recent payment. Thank you for banking with Zenra.,0
./spectogram/5_spectrogram.png,./mfcc/5_mfcc.png,"Important, Xenra has updated our privacy policy. Please log in to review the changes.",0
./spectogram/6_spectrogram.png,./mfcc/6_mfcc.png,Thank you for choosing Zenra. Your account has been successfully opened.,0
./spectogram/7_spectrogram.png,./mfcc/7_mfcc.png,Your ZenRa account balance is low. Please log in to review your available funds.,0
./spectogram/8_spectrogram.png,./mfcc/8_mfcc.png,We've received your request to update your Zenra account details. Please allow up to 48 hours for changes to take effect.,0
./spectogram/9_spectrogram.png,./mfcc/9_mfcc.png,Your Zenrot account has been credited with your recent deposit.,0
./phishing_spectogram/0721a2d5-81c6-4acc-844e-23b2fb1add43_normalized_spectrogram.png,./phishing_mfcc/0721a2d5-81c6-4acc-844e-23b2fb1add43_normalized_mfcc.png,"Dear customer, this call is from Amazon customer support. This is to notify you regarding your today's purchase on Amazon.com. You have been charged $349.99 on your Visa card. If you have made it to today's call, you have been charged $349.99 on your Visa card. If you have made it to today's call, you have been charged $349.99 on your Visa card. ",1
./phishing_spectogram/27477_normalized_spectrogram.png,./phishing_mfcc/27477_normalized_mfcc.png,"Please listen carefully, additional insurance benefits are now available for recipients of Medicare Part A and Part B. This will include dental, vision, and prescriptions that were not previously covered. To speak with your representative, press 5 on your phone now. Thank you. ",1
./phishing_spectogram/27488_normalized_spectrogram.png,./phishing_mfcc/27488_normalized_mfcc.png,This message is intended for Calderon. All lines are monitored and recorded for the integrity of this company. Press 1 for more information. Your name and social security number have come up in an investigation in our office. Not pressing 1 could result in our office moving forward through your county or state of residence. ,1
./phishing_spectogram/27570_normalized_spectrogram.png,./phishing_mfcc/27570_normalized_mfcc.png,Congratulations on your excellent payment history. You now qualify for a 0% interest rate on all your credit card accounts. This is a limited time offer and you must respond immediately. Press 1 now to speak to our qualification department and complete the enrollment process. ,1
./phishing_spectogram/27572_normalized_spectrogram.png,./phishing_mfcc/27572_normalized_mfcc.png,"On your excellent payment history, you now qualify for a 0% interest rate on all your credit card accounts. This is a limited time offer and you must respond immediately. Press 1 now to speak to our qualification department and complete the enrollment process. ",1
./phishing_spectogram/27574_normalized_spectrogram.png,./phishing_mfcc/27574_normalized_mfcc.png,"Your social security number is going to be suspended for committing some fraudulent and suspicious activity in the state of Texas. So to find out more information and to resolve it, kindly press 1. ",1
./phishing_spectogram/27576_normalized_spectrogram.png,./phishing_mfcc/27576_normalized_mfcc.png,Attention. This call is from Social Security Administration to inform you that your Social Security number is going to be suspended for committing some fraudulent and suspicious activity in the state of Texas. So to find out more information and to resolve it kindly press 1. ,1
./phishing_spectogram/27595_normalized_spectrogram.png,./phishing_mfcc/27595_normalized_mfcc.png,"will get disconnected in 30 minutes due to a pending balance on the account. Please call the direct billing department number at 800-477-0882 to avoid power disconnection. Again, the number is 800-477-0882. If you want to speak to a live agent press 1. Thank you for choosing from Centerpoint Energy. Goodbye. ",1
./phishing_spectogram/27683_normalized_spectrogram.png,./phishing_mfcc/27683_normalized_mfcc.png,Hello. This is just a test call. Time to stay home. Stay safe and stay home. ,1
./phishing_spectogram/27689_normalized_spectrogram.png,./phishing_mfcc/27689_normalized_mfcc.png,"Attention. This call is from Social Security Administration to inform you that your social security number is going to be suspended for committing some fraudulent and suspicious activity in the state of Texas. So to find out more information and to resolve the crime, we press 1. ",1
./phishing_spectogram/27755_normalized_spectrogram.png,./phishing_mfcc/27755_normalized_mfcc.png,"Please listen carefully. After the election, the federal government suspended student loan payments until the end of the year. This means you will need to pay back the balance of your student loans after the suspension is over, starting January 1st. A petition is set to be filed on your behalf to extend the suspension of payments indefinitely, meaning you would have a permanent $0 balance. Press 5 on your phone now if you're with Nelnet, Navient, Great Lakes, or Fed loans. Press 7 if your servicer was not listed. Thank you. ",1
./phishing_spectogram/27775_normalized_spectrogram.png,./phishing_mfcc/27775_normalized_mfcc.png,"Please listen carefully. After the election, the federal government suspended student loan payments until the end of the year. This means you will need to pay back the balance of your student loans after the suspension is over, starting January 1st. A petition is set to be filed on your behalf to extend the suspension of payments indefinitely, meaning you would have a permanent $0 balance. Press 5 on your phone now if you're with Nelnet, Navient, Great Lakes, or Fed loans. Press 7 if your servicer was not listed. Thank you. ",1
./phishing_spectogram/27854_normalized_spectrogram.png,./phishing_mfcc/27854_normalized_mfcc.png,"To inform you that you will be experiencing a disconnection of service today within 30 minutes, use a non-payment on the account. Please contact Boeing headquarters as soon as possible to avoid service interruption at 1-800-530-3097. Once again, that number is 1-800-530-3097. Once again, that number is 1-800-530-3097. Thank you. ",1
./phishing_spectogram/27991_normalized_spectrogram.png,./phishing_mfcc/27991_normalized_mfcc.png,to your account before the next billing cycle. Congratulations on your excellent payment history. You now qualify for a 0% interest rate on all your credit card accounts. This is a limited time offer and you must respond immediately. Press 1 now to speak to our qualification department and complete the enrollment process. ,1
./phishing_spectogram/28010_normalized_spectrogram.png,./phishing_mfcc/28010_normalized_mfcc.png,"Warranty. Since we have not gotten the response, we are giving you a final courtesy call before we close out your file. Press 2 to be put on our do not call list. Or press 1 to speak to someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak to a warranty specialist. ",1
./phishing_spectogram/28064_normalized_spectrogram.png,./phishing_mfcc/28064_normalized_mfcc.png,Hello. This is just a test call. Time to stay home. Stay safe and stay home. ,1
./phishing_spectogram/28073_normalized_spectrogram.png,./phishing_mfcc/28073_normalized_mfcc.png,Hi. This is Brian Lee calling on behalf of the nationalhomeproject.com. How are you today? ,1
./phishing_spectogram/28089_normalized_spectrogram.png,./phishing_mfcc/28089_normalized_mfcc.png,"Hello. This is to notify you that your social security number has been compromised, so to find out some more information and to get connected with an officer press 1. I repeat press 1 to get more details. Thank you. ",1
./phishing_spectogram/28198_normalized_spectrogram.png,./phishing_mfcc/28198_normalized_mfcc.png,"Hi, I'm calling you from your Satellite TV provider to let you know that your account is qualified for 50% off. In order to obtain the discount, kindly call us back on the number you see on your caller ID. Thank you, and have a great day. ",1
./phishing_spectogram/28275_normalized_spectrogram.png,./phishing_mfcc/28275_normalized_mfcc.png,Hello. This is just a test call. Time to stay home. Stay safe and stay home. ,1
./phishing_spectogram/28308_normalized_spectrogram.png,./phishing_mfcc/28308_normalized_mfcc.png,Please listen carefully. A recent lawsuit now requires the IRS to settle all old tax debts that U.S. residents currently have. This means you do not need to pay back your past due taxes as they are temporarily non-collectible and will be forced into settlement on your behalf. Press 5 on your phone now if you prefer to have your settlement statement sent to you via mail. Press 7 if you prefer to have your settlement letter sent via email. Thank you. ,1
./phishing_spectogram/28321_normalized_spectrogram.png,./phishing_mfcc/28321_normalized_mfcc.png,"Please listen carefully. Last year, the federal government had suspended student loan payments. The suspension has been granted 30 more days. This means you will need to pay back the balance of your student loans after the suspension is over starting February 1st. A petition is set to be filed on your behalf to extend the suspension of payments indefinitely, meaning you would have a permanent $0 balance. Press 5 on your phone now if you're with Nelnet, Navient, Great Lakes, or Fed loans. Press 7 if your servicer was not listed. Thank you. ",1
./phishing_spectogram/28340_normalized_spectrogram.png,./phishing_mfcc/28340_normalized_mfcc.png,"Hi, I'm calling you from AT&T Direct TV to let you know that your account is qualified from 50% off. In order to obtain the discount, kindly call us back on the number you see on your caller ID. Thank you and have a great day. ",1
./phishing_spectogram/28342_normalized_spectrogram.png,./phishing_mfcc/28342_normalized_mfcc.png,"Hi, I'm calling you from AT&T Direct TV to let you know that your account is qualified for 50% off. In order to obtain the discount, kindly call us back on the number you see on your caller ID. Thank you and have a great day. ",1
./phishing_spectogram/28354_normalized_spectrogram.png,./phishing_mfcc/28354_normalized_mfcc.png,"Pivoti is detected on your iCloud account, and security has been breached due to unauthorized login attempts. We strongly recommend, please do not access your any financial information such as banking, shopping on your devices for security reason until your iCloud account will not get fixed. Press 1 to talk with Apple support. Thank you. Thank you for calling Apple. You are speaking with Daniel Cooper. How may I help you today? Daniel Cooper, where are you located? We are located in Cupertina, California. Oh really? I live very nearby. So, are you at the old campus or the new campus? ",1
./phishing_spectogram/28429_normalized_spectrogram.png,./phishing_mfcc/28429_normalized_mfcc.png,Hello. This is just a test call. Time to stay home. Stay safe and stay home. ,1
./phishing_spectogram/28431_normalized_spectrogram.png,./phishing_mfcc/28431_normalized_mfcc.png,Hello. This is just a test call. Time to stay home. Stay safe and stay home. ,1
./phishing_spectogram/28549_normalized_spectrogram.png,./phishing_mfcc/28549_normalized_mfcc.png,"Hello, this is Sarah from Discover. I am calling in regards to rate expiration We've been trying to reach you as your eligibility for rate reduction is about to expire Press one for more information or hang up this call Thanks for holding the line nervous you're doing fine That's great sir. Nice to hear that and I believe that you are responding to get all over rates in the credit card, right? Right All right, it's enough for the qualification. I just want to make sure when does your card is going to be expired? What's the expiration date on it? I have several cards. Now, you said you were with Discover? Yes, we are We are So, are you referring to my Discover card? Yes, sir Are you going to get me a new Discover card? No, I'm going to give you a lower interest rate on all of the credit card, whatever you have It's a Visa, Master or Discover, all right? And here you can see that you are maintaining your payments on time Last six to eight months and you never miss your payments. In fact, most of the time you try to pay more than the minimum payments, correct? Right All righty, so that's the only one reason today you are perfectly qualified to get a lower rate and the current interest rate you're getting charged It's more than ten percent. I believe you know that, correct? Yes All righty, so today you are going to drop down the interest rate less than six percent up to zero and after that you are paying your bills much quicker and much faster. All righty? Okay Okay, so now for the qualification, I just want to make sure which of the credit card do you pay the high interest rate right now and which you have a high balance right now. Which card is that? Well, I don't know. I don't know what the rate is. My Capital One card Capital One, I got you. And when is the Capital One card going to be expired? Can you check out the expiration date on it, the month and the year? It's in 2023 Which month is that? May Okay Okay, and so now I'm going to do, I'm going to pull out the recent billing statement for a year and I will let you know the current balance you owe on that account and the last payment you might have the next minimum payment page and everything from my side and according to that I will let you know what with the interest rate you are going to get on your Capital One MasterCard, all right? Okay All right, so now for the qualification, for the verification you have to reconform with the card number or with the recorded number starting with 5178. Do you have a stamp code you can see the front of the card? Yes Okay, so kindly go ahead and reconform with the card number or with the recorded number from beginning, from five It doesn't start with 5178 So that's your Visa card or it's a MasterCard? It's a Visa card What's a Visa card? Oh, that's a Visa card, all right, so you have to reconform with the card number from four Well, but I can't give my card number out over the phone I got your point, but it's just for the verification, you have to reconform with the card number over the recorded nine I told you, I can't give my number out over the phone, if you have all these records about me All right, all right, okay, I got your point, it's perfectly fine, as a primary card holder you are predicting yourself and I only appreciate it for this, but it's just for the verification, all right So you are not so comfortable to give the card number over the recorded nine? So you have to reconform with only the last four digits of the card number to make sure that you are the primary and authorized man on that account And this card is not picked up or stolen card, all right? So you have to verify with the last four digits Well, tell me, what's the name of your company, do you have a website I can go to? ",1
./phishing_spectogram/28561_normalized_spectrogram.png,./phishing_mfcc/28561_normalized_mfcc.png,"Please listen carefully. Last year, the federal government had suspended student loan payments. The suspension has been granted 30 more days. This means you will need to pay back the balance of your student loans after the suspension is over starting February 1st. A petition is set to be filed on your behalf to extend the suspension of payments indefinitely, meaning you would have a permanent zero-dollar balance. Press 5 on your phone now if you're with Nelnet, Navient, Great Lakes, or Fed Loans. Press 7 if your servicer was not listed. Thank you. ",1
./phishing_spectogram/28647_normalized_spectrogram.png,./phishing_mfcc/28647_normalized_mfcc.png,"Department of Social Security Administration, the reason you have received this phone call from our department is to inform you that there's a legal enforcement actions filed on your social security number for fraudulent activities. So when you get this message, kindly call back at the earliest possible on our number before we begin with the legal proceedings, that is 985-602-2013. Thank you. ",1
./phishing_spectogram/28716_normalized_spectrogram.png,./phishing_mfcc/28716_normalized_mfcc.png,Hello. This is just a test call. Time to stay home. Stay safe and stay home. ,1
